PlayerID,Player,Squad,League,Pos
4904,Veit Stange,Gladbach,Bundesliga,MF
4908,Adam Aznou,Bayern Munich,Bundesliga,DF
4909,Adrian Beck,Heidenheim,Bundesliga,"MF,FW"
4910,Agon Elezi,Bochum,Bundesliga,MF
4911,Amin Sarr,Hellas Verona,Serie A,FW
4914,Anrie Chase,Stuttgart,Bundesliga,DF
4915,Anthony Rouault,Rennes,Ligue 1,DF
4917,Arthur,Leverkusen,Bundesliga,DF
4919,Attila Szalai,Hoffenheim,Bundesliga,"DF,MF"
4920,Benedict Hollerbach,Union Berlin,Bundesliga,"FW,MF"
4921,Benedikt Gimber,Heidenheim,Bundesliga,DF
4922,Benjamin Šeško,RB Leipzig,Bundesliga,"FW,MF"
4923,Bennit Bröger,Wolfsburg,Bundesliga,MF
4924,Borja Iglesias,Celta Vigo,La Liga,FW
4927,Bryan Zaragoza,Osasuna,La Liga,"FW,MF"
4928,Castello Lukeba,RB Leipzig,Bundesliga,DF
4929,Cedric Zesiger,Augsburg,Bundesliga,DF
4936,Daniel Peretz,Bayern Munich,Bundesliga,GK
4938,David Deger,Augsburg,Bundesliga,MF
4939,David Jurásek,Hoffenheim,Bundesliga,DF
4941,Deniz Undav,Stuttgart,Bundesliga,"FW,MF"
4942,Donny Van De Beek,Girona,La Liga,MF
4943,El Chadaille Bitshiabu,RB Leipzig,Bundesliga,DF
4945,Elif Elmas,RB Leipzig,Bundesliga,MF
4947,Eric Dier,Bayern Munich,Bundesliga,DF
4951,Fabio Carvalho,Brentford,Premier League,"FW,MF"
4953,Fares Chaïbi,Eint Frankfurt,Bundesliga,"MF,FW"
4956,Francis Onyeka,Leverkusen,Bundesliga,FW
4957,Franck Honorat,Gladbach,Bundesliga,FW
4958,Frank Feller,Heidenheim,Bundesliga,GK
4960,Frans Krätzig,Heidenheim,Bundesliga,"DF,MF"
4962,Grant Ranos,Gladbach,Bundesliga,FW
4965,Harry Kane,Bayern Munich,Bundesliga,FW
4967,Hugo Ekitike,Eint Frankfurt,Bundesliga,FW
4968,Hugo Larsson,Eint Frankfurt,Bundesliga,MF
4970,Ian Maatsen,Aston Villa,Premier League,DF
4971,Isak Hansen-Aarøen,Werder Bremen,Bundesliga,MF
4974,Jan Schöppner,Heidenheim,Bundesliga,MF
4975,Jan-Niklas Beste,Freiburg,Bundesliga,"FW,MF"
4978,Jean Mattéo Bahoya,Eint Frankfurt,Bundesliga,"MF,FW"
4979,Joakim Mæhle,Wolfsburg,Bundesliga,DF
4982,Jonathan Norbye,RB Leipzig,Bundesliga,DF
4983,Jordy Makengo,Freiburg,Bundesliga,DF
4985,Julián Malatini,Werder Bremen,Bundesliga,DF
4986,Junior Adamu,Freiburg,Bundesliga,FW
4987,Kauã Santos,Eint Frankfurt,Bundesliga,GK
4990,Kevin Müller,Heidenheim,Bundesliga,GK
4992,Kim Min-Jae,Bayern Munich,Bundesliga,DF
4993,Kjell-Arik Wätjen,Dortmund,Bundesliga,MF
4999,Leonidas Stergiou,Stuttgart,Bundesliga,DF
5000,Lovro Majer,Wolfsburg,Bundesliga,MF
5002,Loïs Openda,RB Leipzig,Bundesliga,"FW,MF"
5004,Luka Janes,Heidenheim,Bundesliga,MF
5005,Lukas Daschner,Bochum,Bundesliga,"MF,FW"
5006,Lukas Ullrich,Gladbach,Bundesliga,DF
5013,Marvin Pieringer,Heidenheim,Bundesliga,"FW,MF"
5014,Matej Kovar,Leverkusen,Bundesliga,GK
5015,Mathias Honsak,Heidenheim,Bundesliga,"FW,DF"
5017,Matúš Bero,Bochum,Bundesliga,MF
5020,Max Rosenfelder,Freiburg,Bundesliga,DF
5023,Maximilian Breunig,Heidenheim,Bundesliga,"FW,MF"
5024,Maximilian Wittek,Bochum,Bundesliga,DF
5027,Mikkel Kaufmann,Heidenheim,Bundesliga,FW
5029,Moritz-Broni Kwarteng,Bochum,Bundesliga,"MF,FW"
5033,Nathan Tella,Leverkusen,Bundesliga,"MF,FW"
5034,Nicolas Seiwald,RB Leipzig,Bundesliga,"MF,DF"
5035,Niels Nkounkou,Eint Frankfurt,Bundesliga,"DF,MF"
5037,Nnamdi Collins,Eint Frankfurt,Bundesliga,DF
5038,Noah Loosli,Bochum,Bundesliga,DF
5039,Noel Nkili,Bayern Munich,Bundesliga,MF
5040,Nuha Jatta,RB Leipzig,Bundesliga,MF
5042,Olivier Deman,Werder Bremen,Bundesliga,DF
5043,Oluwaseun Ogbemudia,Union Berlin,Bundesliga,DF
5044,Omar Traoré,Heidenheim,Bundesliga,DF
5048,Patrick Mainka,Heidenheim,Bundesliga,DF
5050,Phillip Tietz,Augsburg,Bundesliga,FW
5054,Robin Gosens,Fiorentina,Serie A,DF
5057,Sacha Boey,Bayern Munich,Bundesliga,DF
5058,Samuel Bamba,Bochum,Bundesliga,"FW,MF"
5061,Senne Lynen,Werder Bremen,Bundesliga,MF
5062,Shiō Fukuda,Gladbach,Bundesliga,FW
5065,Skelly Alvero,Werder Bremen,Bundesliga,MF
5067,Stefan Schimmer,Heidenheim,Bundesliga,"FW,MF"
5070,Thomas Keller,Heidenheim,Bundesliga,"DF,MF"
5071,Tim Breithaupt,Augsburg,Bundesliga,MF
5072,Tim Drexler,Hoffenheim,Bundesliga,DF
5077,Tomáš Čvančara,Gladbach,Bundesliga,FW
5078,Victor Boniface,Leverkusen,Bundesliga,FW
5079,Vitus Eicher,Heidenheim,Bundesliga,GK
5081,Willian Pacho,Paris S-G,Ligue 1,DF
5082,Xavi Simons,RB Leipzig,Bundesliga,MF
5084,Yorbe Vertessen,Union Berlin,Bundesliga,"MF,FW"
5085,Álex Grimaldo,Leverkusen,Bundesliga,DF
5086,Abdenego Nankishi,Werder Bremen,Bundesliga,FW
5087,Abdoul Coulibaly,Werder Bremen,Bundesliga,DF
5088,Abdoulie Ceesay,St Pauli,Bundesliga,FW
5089,Adam Dźwigała,St Pauli,Bundesliga,"DF,MF"
5090,Aleix García,Leverkusen,Bundesliga,MF
5091,Alejo Sarco,Leverkusen,Bundesliga,FW
5092,Alexander Bernhardsson,Holstein Kiel,Bundesliga,"FW,MF"
5093,Alexander Prass,Hoffenheim,Bundesliga,DF
5094,Alexis Claude-Maurice,Augsburg,Bundesliga,"MF,FW"
5095,Aliou Badara Baldé,Bochum,Bundesliga,"MF,FW"
5096,Almugera Kabar,Dortmund,Bundesliga,DF
5097,Ameen Al-Dakhil,Stuttgart,Bundesliga,DF
5098,Amil Siljević,Eint Frankfurt,Bundesliga,GK
5099,Andrea Natali,Leverkusen,Bundesliga,DF
5100,Andreas Albers,St Pauli,Bundesliga,FW
5101,Andreas Skov Olsen,Wolfsburg,Bundesliga,"FW,MF"
5102,Andrej Ilic,Lille,Ligue 1,FW
5103,Andu Kelati,Holstein Kiel,Bundesliga,"MF,DF"
5104,Anthony Pavlesic,Bayern Munich,Bundesliga,GK
5105,Antonio Nusa,RB Leipzig,Bundesliga,"MF,DF"
5106,Armin Gigovic,Holstein Kiel,Bundesliga,MF
5107,Arnaud Nordin,Mainz 05,Bundesliga,"DF,MF"
5108,Artem Stepanov,Leverkusen,Bundesliga,FW
5109,Arthur Chaves,Hoffenheim,Bundesliga,DF
5110,Arthur Theate,Eint Frankfurt,Bundesliga,DF
5111,Arthur Vermeeren,Atlético Madrid,La Liga,MF
5112,Assan Ouedraogo,RB Leipzig,Bundesliga,MF
5113,Aurele Amenda,Eint Frankfurt,Bundesliga,DF
5114,Bazoumana Touré,Hoffenheim,Bundesliga,"FW,MF"
5115,Ben Alexander Voll,St Pauli,Bundesliga,GK
5116,Bence Dárdai,Wolfsburg,Bundesliga,MF
5117,Benedikt Pichler,Holstein Kiel,Bundesliga,FW
5118,Budu Zivzivadze,Heidenheim,Bundesliga,FW
5119,Can Uzun,Eint Frankfurt,Bundesliga,"MF,FW"
5120,Carl Johansson,Holstein Kiel,Bundesliga,DF
5121,Carl Klaus,Union Berlin,Bundesliga,GK
5122,Carney Chukwuemeka,Dortmund,Bundesliga,MF
5123,Charles Herrmann,Gladbach,Bundesliga,FW
5124,Chrislain Matsima,Augsburg,Bundesliga,DF
5125,Cole Campbell,Dortmund,Bundesliga,"MF,FW"
5126,Connor Metcalfe,St Pauli,Bundesliga,"MF,FW"
5127,Danel Sinani,St Pauli,Bundesliga,"FW,MF"
5128,Dani De Wit,Bochum,Bundesliga,"MF,FW"
5129,Daniel Gleiber,Mainz 05,Bundesliga,MF
5130,Daniel Svensson,Dortmund,Bundesliga,"DF,FW"
5131,David Lelle,Dortmund,Bundesliga,DF
5132,David Mokwa,Hoffenheim,Bundesliga,"DF,FW"
5133,David Preu,Union Berlin,Bundesliga,"MF,DF"
5134,David Zec,Holstein Kiel,Bundesliga,DF
5135,Denis Vavro,Wolfsburg,Bundesliga,DF
5136,Derrick Köhn,Werder Bremen,Bundesliga,"DF,FW"
5137,Dimitris Giannoulis,Augsburg,Bundesliga,DF
5138,Dominik Javorček,Holstein Kiel,Bundesliga,"DF,MF"
5139,Eba Bekir Is,Eint Frankfurt,Bundesliga,MF
5140,El Bilal Touré,Stuttgart,Bundesliga,"FW,MF"
5141,Elias Saad,St Pauli,Bundesliga,"FW,MF"
5142,Elye Wahi,Eint Frankfurt,Bundesliga,"FW,MF"
5143,Emi Buendía,Aston Villa,Premier League,"MF,FW"
5144,Emil Staugaard,St Pauli,Bundesliga,DF
5145,Erencan Yardimci,Hoffenheim,Bundesliga,"FW,MF"
5146,Eric Smith,St Pauli,Bundesliga,"DF,MF"
5147,Erik Ahlstrand,St Pauli,Bundesliga,"FW,MF"
5148,Fabian Rieder,Stuttgart,Bundesliga,"MF,FW"
5149,Faik Sakar,RB Leipzig,Bundesliga,MF
5150,Felix Meiser,Augsburg,Bundesliga,DF
5151,Filippo Mane,Dortmund,Bundesliga,DF
5152,Finley Stevens,St Pauli,Bundesliga,DF
5153,Finn Jeltsch,Stuttgart,Bundesliga,DF
5154,Florian Micheler,Hoffenheim,Bundesliga,MF
5155,Frank Onyeka,Augsburg,Bundesliga,MF
5156,Gift Orban,Hoffenheim,Bundesliga,FW
5157,Giorgos Masouras,Bochum,Bundesliga,"FW,MF"
5159,Haris Tabakovic,Hoffenheim,Bundesliga,FW
5160,Henri Koudossou,Augsburg,Bundesliga,DF
5161,Hong Hyunseok,Mainz 05,Bundesliga,MF
5162,Ibrahima Sissoko,Bochum,Bundesliga,MF
5163,Ifechukwu Ogbus,Freiburg,Bundesliga,DF
5164,Igor Matanovic,Eint Frankfurt,Bundesliga,FW
5165,Issa Kaboré,Manchester City,Premier League,"DF,MF"
5166,Ivan Nekić,Holstein Kiel,Bundesliga,DF
5167,Ivan Prtajin,Union Berlin,Bundesliga,FW
5168,Jackson Irvine,St Pauli,Bundesliga,MF
5169,Jakov Medić,Bochum,Bundesliga,DF
5170,James Sands,St Pauli,Bundesliga,"MF,DF"
5171,Jan Bürger,Wolfsburg,Bundesliga,DF
5172,Jarzinho Malanga,Stuttgart,Bundesliga,DF
5173,Jeanuël Belocian,Leverkusen,Bundesliga,"DF,MF"
5174,Johan Manzambi,Freiburg,Bundesliga,"FW,MF"
5175,John Tolkin,Holstein Kiel,Bundesliga,"DF,MF"
5176,Jonah Kusi-Asare,Bayern Munich,Bundesliga,FW
5177,Jonathan Akaegbobi,Wolfsburg,Bundesliga,FW
5178,Jordi Paulina,Dortmund,Bundesliga,FW
5179,João Palhinha,Bayern Munich,Bundesliga,MF
5180,Juan Ignacio Cabrera,Augsburg,Bundesliga,MF
5181,Julian Niehues,Heidenheim,Bundesliga,MF
5182,Julien Yanda,St Pauli,Bundesliga,DF
5183,Kacper Koscierski,Bochum,Bundesliga,DF
5184,Kaishu Sano,Mainz 05,Bundesliga,MF
5185,Kamil Grabara,Wolfsburg,Bundesliga,GK
5186,Karol Mets,St Pauli,Bundesliga,DF
5187,Kerim Alajbegović,Leverkusen,Bundesliga,FW
5188,Koji Miyoshi,Bochum,Bundesliga,"FW,MF"
5189,Konstantinos Koulierakis,Wolfsburg,Bundesliga,DF
5190,Kosta Nedeljković,Aston Villa,Premier League,DF
5191,Lars Ritzka,St Pauli,Bundesliga,"DF,MF"
5192,Lars Strobl,Hoffenheim,Bundesliga,DF
5193,Lasse Rosenboom,Holstein Kiel,Bundesliga,DF
5194,Lennart Karl,Bayern Munich,Bundesliga,MF
5195,Leo Skiri Østigård,Hoffenheim,Bundesliga,DF
5196,Leopold Querfeld,Union Berlin,Bundesliga,DF
5197,Lionel Voufack,RB Leipzig,Bundesliga,DF
5198,Luca Jaquez,Stuttgart,Bundesliga,DF
5199,Luca Kerber,Heidenheim,Bundesliga,"MF,DF"
5200,Luka Đurić,Hoffenheim,Bundesliga,MF
5201,Lutsharel Geertruida,RB Leipzig,Bundesliga,DF
5202,Léo Scienza,Heidenheim,Bundesliga,"FW,MF"
5203,Maarten Vandevoordt,RB Leipzig,Bundesliga,GK
5204,Mads Roerslev,Brentford,Premier League,DF
5205,Magnus Knudsen,Holstein Kiel,Bundesliga,MF
5206,Maik Łukowicz,Werder Bremen,Bundesliga,FW
5207,Manolis Saliakas,St Pauli,Bundesliga,"MF,DF"
5208,Marcel Engelhardt,Holstein Kiel,Bundesliga,GK
5209,Marco Grüll,Werder Bremen,Bundesliga,"FW,MF"
5210,Marco Komenda,Holstein Kiel,Bundesliga,DF
5211,Marin Ljubicic,Union Berlin,Bundesliga,"FW,MF"
5212,Mario Hermoso,Leverkusen,Bundesliga,DF
5213,Marko Ivezić,Holstein Kiel,Bundesliga,DF
5214,Markus Kolke,Werder Bremen,Bundesliga,GK
5215,Martin Terrier,Leverkusen,Bundesliga,"MF,FW"
5216,Marvin Schmitz,St Pauli,Bundesliga,MF
5217,Mathys Angély,Wolfsburg,Bundesliga,DF
5218,Mats Pannewig,Bochum,Bundesliga,MF
5219,Maurides,St Pauli,Bundesliga,FW
5220,Max Schmitt,Bayern Munich,Bundesliga,GK
5221,Michael Olise,Bayern Munich,Bundesliga,"FW,MF"
5222,Mick Schmetgens,Werder Bremen,Bundesliga,MF
5223,Mika Walther,RB Leipzig,Bundesliga,MF
5224,Mio Backhaus,Werder Bremen,Bundesliga,GK
5225,Mohamed Amoura,Wolfsburg,Bundesliga,FW
5226,Morgan Guilavogui,St Pauli,Bundesliga,"FW,MF"
5227,Myron Boadu,Bochum,Bundesliga,FW
5228,Nathaniel Brown,Eint Frankfurt,Bundesliga,"DF,MF"
5229,Nediljko Labrović,Augsburg,Bundesliga,GK
5230,Nicolai Remberg,Holstein Kiel,Bundesliga,MF
5231,Niklas Jessen,Dortmund,Bundesliga,MF
5232,Niklas Swider,Gladbach,Bundesliga,MF
5233,Nikola Vasilj,St Pauli,Bundesliga,GK
5234,Nikolas Veratschnig,Mainz 05,Bundesliga,"DF,MF"
5235,Noah Fenyő,Eint Frankfurt,Bundesliga,MF
5236,Noah König,Hoffenheim,Bundesliga,DF
5237,Noah Pesch,Gladbach,Bundesliga,FW
5238,Noahkai Banks,Augsburg,Bundesliga,DF
5239,Oladapo Afolayan,St Pauli,Bundesliga,"FW,MF"
5240,Oscar Højlund,Eint Frankfurt,Bundesliga,MF
5241,Patrice Čović,Werder Bremen,Bundesliga,MF
5242,Paul Hennrich,Hoffenheim,Bundesliga,MF
5243,Phil Harres,Holstein Kiel,Bundesliga,FW
5244,Philipp Sander,Gladbach,Bundesliga,MF
5245,Philipp Treu,St Pauli,Bundesliga,"MF,DF"
5246,Ramon Hendriks,Stuttgart,Bundesliga,DF
5247,Rasmus Kristensen,Eint Frankfurt,Bundesliga,DF
5248,Robert Ramsak,RB Leipzig,Bundesliga,FW
5249,Robin Hranáč,Hoffenheim,Bundesliga,DF
5250,Rodney Elongo-Yombo,Dortmund,Bundesliga,FW
5251,Romeo Aigbekaen,St Pauli,Bundesliga,MF
5252,Ronny Seibt,St Pauli,Bundesliga,GK
5253,Samuel Essende,Augsburg,Bundesliga,FW
5254,Scott Banks,St Pauli,Bundesliga,"FW,MF"
5255,Shuto Machino,Holstein Kiel,Bundesliga,"FW,MF"
5256,Siebe Van Der Heyden,Mallorca,La Liga,"DF,MF"
5257,Simeon Rapsch,Leverkusen,Bundesliga,GK
5258,Sirlord Conteh,Heidenheim,Bundesliga,"FW,MF"
5259,Steve Mounié,Augsburg,Bundesliga,"FW,MF"
5260,Thomas Dähne,Holstein Kiel,Bundesliga,GK
5261,Tiago Cardoso,Gladbach,Bundesliga,GK
5262,Tidiam Gomis,RB Leipzig,Bundesliga,"MF,FW"
5263,Till Neininger,Wolfsburg,Bundesliga,DF
5264,Tim Philipp,Hoffenheim,Bundesliga,GK
5265,Timon Weiner,Holstein Kiel,Bundesliga,GK
5266,Valentin Gendrey,Hoffenheim,Bundesliga,DF
5267,Viggo Gebel,RB Leipzig,Bundesliga,MF
5268,Wesley Adeh,Werder Bremen,Bundesliga,MF
5269,Wisdom Mike,Bayern Munich,Bundesliga,FW
5270,Yan Couto,Dortmund,Bundesliga,"DF,FW"
5271,Yann Sturm,Freiburg,Bundesliga,FW
5272,Yannik Lührs,Dortmund,Bundesliga,DF
5273,Yusuf Kabadayı,Augsburg,Bundesliga,"FW,MF"
7753,Jesús Navas,Sevilla,La Liga,"FW,MF"
7880,Iván Cuéllar,Mallorca,La Liga,GK
7943,Raúl Albiol,Villarreal,La Liga,DF
8048,Ludovic Butelle,Reims,Ligue 1,GK
8116,César Azpilicueta,Atlético Madrid,La Liga,DF
8219,Óscar Trejo,Rayo Vallecano,La Liga,MF
8310,Pedro,Lazio,Serie A,"FW,MF"
8369,Daniel Parejo,Villarreal,La Liga,MF
8471,Vicente Guaita,Celta Vigo,La Liga,GK
8483,Ander Herrera,Athletic Club,La Liga,MF
8505,David De Gea,Fiorentina,Serie A,GK
8557,Juanmi,Betis,La Liga,"FW,MF"
8565,Koke,Atlético Madrid,La Liga,MF
8566,Leandro Cabrera,Espanyol,La Liga,DF
8576,Marcos Alonso,Celta Vigo,La Liga,DF
8619,Yuri Berchiche,Athletic Club,La Liga,DF
8626,Óscar De Marcos,Athletic Club,La Liga,DF
8633,Antoine Griezmann,Atlético Madrid,La Liga,"FW,MF"
8645,Cristhian Stuani,Girona,La Liga,FW
8648,David López,Girona,La Liga,DF
8672,Isco,Betis,La Liga,MF
8691,Kiko Femenía,Villarreal,La Liga,DF
8740,Sergi Roberto,Como,Serie A,MF
8762,Álvaro Morata,Milan,Serie A,"FW,MF"
8767,Abdón Prats,Mallorca,La Liga,"FW,MF"
8770,Alberto Moreno,Como,Serie A,DF
8775,Alexis Sánchez,Udinese,Serie A,FW
8776,Allan Nyom,Getafe,La Liga,"DF,MF"
8803,Florian Lejeune,Rayo Vallecano,La Liga,DF
8822,Iñigo Martínez,Barcelona,La Liga,DF
8850,Moi Gómez,Osasuna,La Liga,"MF,FW"
8857,Pablo Marí,Fiorentina,Serie A,DF
8858,Pablo Sarabia,Wolves,Premier League,"MF,FW"
8885,Thibaut Courtois,Real Madrid,La Liga,GK
8901,Adrián,Betis,La Liga,GK
8919,Casemiro,Manchester Utd,Premier League,MF
8929,Darwin Machís,Valladolid,La Liga,"MF,FW"
8930,Diego Llorente,Betis,La Liga,DF
8945,Geoffrey Kondogbia,Marseille,Ligue 1,"DF,MF"
8951,Iago Aspas,Celta Vigo,La Liga,"FW,MF"
8955,Iñigo Ruiz De Galarreta,Athletic Club,La Liga,MF
8959,Javier Manquillo,Celta Vigo,La Liga,DF
8972,Luka Modrić,Real Madrid,La Liga,MF
8994,Rubén García,Osasuna,La Liga,"FW,MF"
8996,Rubén Peña,Osasuna,La Liga,"FW,DF"
9003,Saúl Ñíguez,Sevilla,La Liga,MF
9010,Unai García,Osasuna,La Liga,DF
9021,Adama Traoré,Fulham,Premier League,"FW,MF"
9022,Adri Embarba,Rayo Vallecano,La Liga,"FW,MF"
9049,Dani Ceballos,Real Madrid,La Liga,MF
9056,Dimitri Foulquier,Valencia,La Liga,DF
9091,Johan Mojica,Mallorca,La Liga,DF
9100,José Luis Gayà,Valencia,La Liga,DF
9101,José María Giménez,Atlético Madrid,La Liga,DF
9133,Portu,Girona,La Liga,"FW,MF"
9147,Sergi Darder,Mallorca,La Liga,"MF,FW"
9153,Suso,Sevilla,La Liga,"FW,MF"
9165,Álvaro García,Rayo Vallecano,La Liga,"FW,MF"
9174,Aitor Fernández,Osasuna,La Liga,GK
9179,Alfonso Pedraza,Villarreal,La Liga,"DF,MF"
9183,André Gomes,Lille,Ligue 1,MF
9187,Aritz Elustondo,Real Sociedad,La Liga,DF
9208,David Soria,Getafe,La Liga,GK
9209,Denis Suárez,Villarreal,La Liga,MF
9224,Eric Bailly,Villarreal,La Liga,DF
9228,Fernando Pacheco,Espanyol,La Liga,GK
9238,Gerard Moreno,Villarreal,La Liga,FW
9239,Gerónimo Rulli,Marseille,Ligue 1,GK
9251,Iván Sánchez,Valladolid,La Liga,"MF,FW"
9252,Iñaki Williams,Athletic Club,La Liga,FW
9254,Jan Oblak,Atlético Madrid,La Liga,GK
9258,Javier Muñoz,Las Palmas,La Liga,"MF,DF"
9260,Joan Jordán,Alavés,La Liga,MF
9272,Juan Carlos,Girona,La Liga,GK
9282,Lucas Vázquez,Real Madrid,La Liga,DF
9293,Mario Pašalić,Atalanta,Serie A,MF
9294,Martin Ødegaard,Arsenal,Premier League,MF
9301,Munir El Haddadi,Leganés,La Liga,"FW,MF"
9311,Pau López,Girona,La Liga,GK
9313,Pere Milla,Espanyol,La Liga,"MF,FW"
9320,Raúl Jiménez,Fulham,Premier League,FW
9321,Raúl De Tomás,Rayo Vallecano,La Liga,"DF,FW"
9327,Rodrigo De Paul,Atlético Madrid,La Liga,MF
9333,Sandro Ramírez,Las Palmas,La Liga,"FW,MF"
9336,Sergi Gómez,Espanyol,La Liga,DF
9340,Stole Dimitrievski,Valencia,La Liga,GK
9344,Thomas Partey,Arsenal,Premier League,"MF,DF"
9352,Unai López,Rayo Vallecano,La Liga,MF
9357,Álex Moreno,Nott'ham Forest,Premier League,"DF,MF"
9358,Álex Remiro,Real Sociedad,La Liga,GK
9362,Abdoulaye Doucouré,Everton,Premier League,MF
9367,Alphonse Areola,West Ham,Premier League,GK
9368,Amath,Valladolid,La Liga,"FW,DF"
9371,Antonio Raillo,Mallorca,La Liga,DF
9372,Antonio Sanabria,Torino,Serie A,FW
9385,Carlos Soler,Paris S-G,Ligue 1,MF
9390,Cristiano Biraghi,Fiorentina,Serie A,DF
9393,Cédric Bakambu,Betis,La Liga,FW
9400,Danilo,Juventus,Serie A,DF
9416,Fabián Ruiz Peña,Paris S-G,Ligue 1,MF
9423,Gerard Gumbau,Rayo Vallecano,La Liga,MF
9432,Igor Zubeldia,Real Sociedad,La Liga,DF
9436,Iñigo Lekue,Athletic Club,La Liga,DF
9438,Jaume Doménech,Valencia,La Liga,GK
9443,Jefferson Lerma,Crystal Palace,Premier League,"MF,DF"
9448,Joni Montiel,Rayo Vallecano,La Liga,MF
9456,José Luis García Vayá,Valencia,La Liga,MF
9465,Mamadou Sylla,Valladolid,La Liga,"FW,MF"
9467,Marco Asensio,Aston Villa,Premier League,MF
9468,Marcos Llorente,Atlético Madrid,La Liga,"DF,MF"
9470,Mateo Kovačić,Manchester City,Premier League,MF
9471,Mathew Ryan,Lens,Ligue 1,GK
9482,Mikel Oyarzabal,Real Sociedad,La Liga,FW
9491,Pablo Fornals,Betis,La Liga,"MF,FW"
9495,Rafa Mir,Valencia,La Liga,"FW,MF"
9499,Rodri,Manchester City,Premier League,MF
9506,Sergio Akieme,Reims,Ligue 1,DF
9509,Simone Verdi,Como,Serie A,"MF,FW"
9516,Theo Hernández,Milan,Serie A,DF
9517,Toni Lato,Mallorca,La Liga,DF
9528,Álvaro Tejero,Espanyol,La Liga,"MF,DF"
9530,Ángel Correa,Atlético Madrid,La Liga,"FW,MF"
9546,Andreas Pereira,Fulham,Premier League,MF
9550,Asier Villalibre,Alavés,La Liga,FW
9551,Aïssa Mandi,Lille,Ligue 1,DF
9553,Benito Ramírez,Las Palmas,La Liga,"DF,FW"
9555,Caio Henrique Oliveira Silva,Monaco,Ligue 1,DF
9556,Carles Aleñá,Alavés,La Liga,"MF,FW"
9559,Clément Lenglet,Atlético Madrid,La Liga,DF
9563,Dani Raba,Leganés,La Liga,"FW,MF"
9565,Darko Brašanac,Leganés,La Liga,MF
9572,Diego Rico,Getafe,La Liga,DF
9574,Edu Expósito,Espanyol,La Liga,MF
9597,Iván Villar,Celta Vigo,La Liga,GK
9598,Jasper Cillessen,Las Palmas,La Liga,GK
9600,Jeremie Boga,Nice,Ligue 1,"MF,FW"
9602,Joaquín Correa,Inter,Serie A,"FW,MF"
9604,Jon Guridi,Alavés,La Liga,"MF,FW"
9606,Jonas Martin,Brest,Ligue 1,MF
9615,Kepa Arrizabalaga,Bournemouth,Premier League,GK
9616,Kike Barja,Osasuna,La Liga,"FW,MF"
9618,Kiké,Alavés,La Liga,FW
9622,Lucas Digne,Aston Villa,Premier League,DF
9628,Marc Cardona,Las Palmas,La Liga,"FW,DF"
9644,Mikel Vesga,Athletic Club,La Liga,MF
9646,Nacho Vidal,Osasuna,La Liga,DF
9653,Nicola Sansone,Lecce,Serie A,"MF,FW"
9661,Pervis Estupiñán,Brighton,Premier League,DF
9673,Rui Silva,Betis,La Liga,GK
9677,Samuel Umtiti,Lille,Ligue 1,DF
9678,Sergi Guardiola,Rayo Vallecano,La Liga,FW
9688,Unai Simón,Athletic Club,La Liga,GK
9694,Yeray Álvarez,Athletic Club,La Liga,DF
9699,Álex Berenguer,Athletic Club,La Liga,"FW,MF"
9701,Álex Muñoz,Las Palmas,La Liga,DF
9702,Álvaro Fernández,Sevilla,La Liga,GK
9712,Aitor Ruibal,Betis,La Liga,"DF,FW"
9719,Ander Guevara,Alavés,La Liga,MF
9720,Andoni Gorosabel,Athletic Club,La Liga,DF
9725,Antonio Sivera,Alavés,La Liga,GK
9732,Brais Méndez,Real Sociedad,La Liga,MF
9742,Daniel Vivian,Athletic Club,La Liga,DF
9747,Djené,Getafe,La Liga,"DF,MF"
9748,Douglas Luiz,Juventus,Serie A,MF
9752,Emiliano Martínez,Aston Villa,Premier League,GK
9754,Enes Ünal,Bournemouth,Premier League,"FW,MF"
9760,Fabio González,Las Palmas,La Liga,MF
9762,Federico Valverde,Real Madrid,La Liga,"MF,DF"
9763,Ferrán Torres,Barcelona,La Liga,"FW,MF"
9765,Fran Vieites,Betis,La Liga,GK
9776,Gonçalo Guedes,Wolves,Premier League,"MF,FW"
9779,Guillermo Maripán,Monaco,Ligue 1,DF
9782,Hugo Duro,Valencia,La Liga,FW
9793,José Arnaiz,Osasuna,La Liga,"FW,MF"
9796,Juan Cruz,Leganés,La Liga,"FW,MF"
9797,Juan Soriano,Leganés,La Liga,GK
9799,Juanpe,Girona,La Liga,DF
9804,Leandro Chichizola,Parma,Serie A,GK
9814,Manu Morlanes,Mallorca,La Liga,MF
9816,Marko Dmitrović,Leganés,La Liga,GK
9818,Mathías Olivera,Napoli,Serie A,DF
9820,Mauro Arambarri,Getafe,La Liga,MF
9830,Neto,Arsenal,Premier League,GK
9832,Nélson Semedo,Wolves,Premier League,DF
9838,Pau Torres,Aston Villa,Premier League,DF
9853,Saša Lukić,Fulham,Premier League,MF
9857,Stanislav Lobotka,Napoli,Serie A,MF
9861,Unai Núñez,Athletic Club,La Liga,DF
9869,Yerry Mina,Cagliari,Serie A,DF
9875,Óscar Rodríguez Arnaiz,Leganés,La Liga,"MF,FW"
9876,Abel Ruiz,Girona,La Liga,FW
9877,Adrià Pedrosa,Sevilla,La Liga,DF
9879,Aihen Muñoz,Real Sociedad,La Liga,DF
9883,Alex Sola,Getafe,La Liga,"MF,FW"
9885,Ander Barrenetxea,Real Sociedad,La Liga,"MF,FW"
