PlayerID,Player,Squad,League,Pos
9887,Andrei Ratiu,Rayo Vallecano,La Liga,DF
9888,Andriy Lunin,Real Madrid,La Liga,GK
9892,Anuar,Valladolid,La Liga,"MF,FW"
9893,Arthur Melo,Girona,La Liga,MF
9896,Brahim Díaz,Real Madrid,La Liga,"FW,MF"
9897,Bryan Gil,Girona,La Liga,"FW,MF"
9898,Carles Pérez,Getafe,La Liga,"MF,FW"
9900,Catena,Osasuna,La Liga,DF
9907,Cucho,Betis,La Liga,FW
9914,Emerson,Milan,Serie A,DF
9918,Ezequiel Ávila,Betis,La Liga,FW
9920,Fernando Calero,Espanyol,La Liga,"DF,MF"
9921,Fran Beltrán,Celta Vigo,La Liga,MF
9926,Giovani Lo Celso,Betis,La Liga,"MF,FW"
9928,Gorka Guruzeta,Athletic Club,La Liga,FW
9933,Iván Martín,Girona,La Liga,MF
9934,Iñaki Peña,Barcelona,La Liga,GK
9935,Jaime Mata,Las Palmas,La Liga,"FW,MF"
9937,Javi Galán,Atlético Madrid,La Liga,DF
9940,Javi Puado,Espanyol,La Liga,"FW,MF"
9941,Javi Sánchez,Valladolid,La Liga,DF
9958,Juan Berrocal,Getafe,La Liga,DF
9964,Lee Kang-In,Paris S-G,Ligue 1,"FW,MF"
9969,Manu Sánchez,Alavés,La Liga,DF
9970,Marc Cucurella,Chelsea,Premier League,DF
9975,Martín Zubimendi,Real Sociedad,La Liga,MF
9976,Mathias Jensen,Brentford,Premier League,MF
9978,Miguel,Leganés,La Liga,FW
9981,Mohammed Salisu,Monaco,Ligue 1,DF
9982,Morro,Rayo Vallecano,La Liga,GK
9983,Moses Simon,Nantes,Ligue 1,"FW,MF"
9984,Mouctar Diakhaby,Valencia,La Liga,DF
9987,Nehuén Pérez,Udinese,Serie A,DF
9995,Paul Akouokou,Lyon,Ligue 1,MF
9997,Pedro Porro,Tottenham,Premier League,DF
10006,Roberto López,Leganés,La Liga,MF
10008,Robin Le Normand,Atlético Madrid,La Liga,DF
10012,Samuel Chukwueze,Milan,Serie A,"FW,MF"
10014,Santi Comesaña,Villarreal,La Liga,MF
10017,Sergio Camello,Rayo Vallecano,La Liga,FW
10019,Sergio Reguilón,Tottenham,Premier League,DF
10023,Thomas Lemar,Atlético Madrid,La Liga,MF
10025,Toni Villa,Girona,La Liga,MF
10027,Valery Fernández,Mallorca,La Liga,"MF,FW"
10030,Vinicius Júnior,Real Madrid,La Liga,FW
10034,William Carvalho,Betis,La Liga,MF
10037,Yangel Herrera,Girona,La Liga,MF
10041,Álex Domínguez,Toulouse,Ligue 1,GK
10047,Aimar Oroz,Osasuna,La Liga,MF
10050,Aleksandar Sedlar,Alavés,La Liga,DF
10052,Alessandro Florenzi,Milan,Serie A,FW
10053,Alex Baena,Villarreal,La Liga,"MF,FW"
10057,Andre-Frank Zambo Anguissa,Napoli,Serie A,MF
10059,Ansu Fati,Barcelona,La Liga,FW
10060,Ante Budimir,Osasuna,La Liga,FW
10064,Aridane Hernández,Rayo Vallecano,La Liga,DF
10066,Aritz Arambarri,Leganés,La Liga,DF
10068,Arnau Tenas,Paris S-G,Ligue 1,GK
10075,Dani Cárdenas,Rayo Vallecano,La Liga,GK
10077,Dani Rodríguez,Mallorca,La Liga,"MF,FW"
10081,Diego Carlos,Aston Villa,Premier League,DF
10082,Domingos Duarte,Getafe,La Liga,DF
10092,Ferland Mendy,Real Madrid,La Liga,DF
10100,Frenkie De Jong,Barcelona,La Liga,MF
10105,Germán Valera,Valencia,La Liga,MF
10108,Guido Rodríguez,West Ham,Premier League,MF
10111,Hugo Guillamón,Valencia,La Liga,MF
10115,Iker Losada,Betis,La Liga,"MF,FW"
10121,Javi Hernández,Leganés,La Liga,DF
10122,Javi López,Real Sociedad,La Liga,DF
10123,Javi Martínez,Osasuna,La Liga,MF
10128,Jon Moncayola,Osasuna,La Liga,MF
10129,Jon Pacheco,Real Sociedad,La Liga,DF
10130,Jorge Cuenca,Fulham,Premier League,DF
10131,Jorge Sáenz,Leganés,La Liga,DF
10132,Jorge De Frutos,Rayo Vallecano,La Liga,"FW,MF"
10133,Joseph Aidoo,Celta Vigo,La Liga,DF
10139,João Félix,Chelsea,Premier League,"FW,MF"
10142,Juanlu Sánchez,Sevilla,La Liga,"MF,DF"
10144,Jules Koundé,Barcelona,La Liga,DF
10145,Kenedy,Valladolid,La Liga,"MF,FW"
10147,Kieran Trippier,Newcastle Utd,Premier League,DF
10148,Kike Pérez,Valladolid,La Liga,MF
10155,Lucas Ocampos,Sevilla,La Liga,FW
10157,Luis Rioja,Alavés,La Liga,FW
10158,Luka Romero,Alavés,La Liga,"FW,MF"
10164,Martin Valjent,Mallorca,La Liga,DF
10169,Miguel Gutiérrez,Girona,La Liga,"DF,MF"
10171,Modibo Sagnan,Montpellier,Ligue 1,DF
10174,Nabil Fekir,Betis,La Liga,MF
10175,Nemanja Gudelj,Sevilla,La Liga,"MF,DF"
10178,Oihan Sancet,Athletic Club,La Liga,MF
10185,Pere Joan,Mallorca,La Liga,GK
10186,Pol Lozano,Espanyol,La Liga,MF
10189,Raúl,Osasuna,La Liga,"FW,MF"
10195,Rodrigo Riquelme,Atlético Madrid,La Liga,"MF,DF"
10196,Rodrygo,Real Madrid,La Liga,"FW,MF"
10199,Ronald Araújo,Barcelona,La Liga,DF
10203,Sergio Carreira,Celta Vigo,La Liga,"MF,DF"
10205,Sergio Herrera,Osasuna,La Liga,GK
10209,Takefusa Kubo,Real Sociedad,La Liga,"MF,FW"
10210,Thierry Correia,Valencia,La Liga,DF
10219,Éder Militão,Real Madrid,La Liga,DF
10223,Abdel Abqar,Alavés,La Liga,DF
10225,Aitor Paredes,Athletic Club,La Liga,DF
10228,Alfon,Celta Vigo,La Liga,"FW,MF"
10229,Alfonso Espino,Rayo Vallecano,La Liga,DF
10232,Antonio Blanco,Alavés,La Liga,MF
10240,Beñat Prados,Athletic Club,La Liga,MF
10241,Beñat Turrientes,Real Sociedad,La Liga,MF
10244,Carlos Dominguez,Celta Vigo,La Liga,DF
10253,Dani Gómez,Valencia,La Liga,FW
10263,Eneko Ortiz,Alavés,La Liga,MF
10269,Filip Jørgensen,Chelsea,Premier League,GK
10286,Hugo Sotelo,Celta Vigo,La Liga,MF
10288,Iglesias,Getafe,La Liga,DF
10291,Iker Álvarez,Villarreal,La Liga,GK
10307,Jesus Vazquez,Valencia,La Liga,DF
10309,John Joe,Getafe,La Liga,"MF,FW"
10320,Jota,Rennes,Ligue 1,"FW,MF"
10322,Juan Cruz Armada,Osasuna,La Liga,DF
10324,Juan Foyth,Villarreal,La Liga,DF
10344,Luis Milla,Getafe,La Liga,MF
10345,Luis Pérez,Valladolid,La Liga,DF
10351,Marcos André,Valladolid,La Liga,FW
10354,Marvin,Las Palmas,La Liga,"DF,FW"
10362,Nico Williams,Athletic Club,La Liga,FW
10364,Oier Zarraga,Udinese,Serie A,MF
10365,Olasagasti,Real Sociedad,La Liga,MF
10370,Pablo Ramon,Espanyol,La Liga,DF
10372,Patrick Cutrone,Como,Serie A,FW
10374,Paulo Gazzaniga,Girona,La Liga,GK
10375,Pedri,Barcelona,La Liga,MF
10377,Rafa,Sevilla,La Liga,GK
10382,Renato Tapia,Leganés,La Liga,"MF,DF"
10384,Roberto Navarro,Mallorca,La Liga,"MF,FW"
10388,Salvi,Espanyol,La Liga,MF
10402,Tete Morente,Lecce,Serie A,"FW,MF"
10406,Unai Marrero,Real Sociedad,La Liga,GK
10407,Urko González,Espanyol,La Liga,MF
10411,Yeremi Pino,Villarreal,La Liga,"MF,FW"
10413,Yunus Musah,Milan,Serie A,"MF,FW"
10426,Óscar Mingueza,Celta Vigo,La Liga,"MF,DF"
10427,Abde Ezzalzouli,Betis,La Liga,"FW,MF"
10429,Adrian Rodriguez,Alavés,La Liga,GK
10433,Alberto López,Sevilla,La Liga,GK
10437,Alejandro Balde,Barcelona,La Liga,DF
10447,Antonio Gomis,Atlético Madrid,La Liga,GK
10449,Antonio Sánchez,Mallorca,La Liga,"MF,DF"
10451,Arnaut Danjuma,Girona,La Liga,"FW,MF"
10453,Benjamin Lecomte,Montpellier,Ligue 1,GK
10454,Boulaye Dia,Lazio,Serie A,"MF,FW"
10456,Brian Oliván,Espanyol,La Liga,DF
10460,Carlos Martín,Alavés,La Liga,"FW,MF"
10461,Carmona,Sevilla,La Liga,DF
10467,Cristhian Mosquera,Valencia,La Liga,DF
10469,César Fernández,Celta Vigo,La Liga,GK
10470,César Tárrega,Valencia,La Liga,DF
10471,Damián Rodríguez,Celta Vigo,La Liga,MF
10474,Diego Conde,Villarreal,La Liga,GK
10476,Diego López,Valencia,La Liga,"MF,FW"
10478,Dominik Greif,Mallorca,La Liga,GK
10479,Eduardo Camavinga,Real Madrid,La Liga,"MF,DF"
10480,Enric Franquesa,Leganés,La Liga,"DF,FW"
10481,Eray Cömert,Valladolid,La Liga,"DF,MF"
10482,Eric García,Barcelona,La Liga,"DF,MF"
10483,Estanis,Bologna,Serie A,FW
10488,Fran Garcia,Real Madrid,La Liga,DF
10489,Franco Cervi,Celta Vigo,La Liga,"FW,MF"
10492,Gavi,Barcelona,La Liga,"MF,FW"
10494,Giorgi Mamardashvili,Valencia,La Liga,GK
10496,Giuliano Simeone,Atlético Madrid,La Liga,MF
10497,Gonzalo Montiel,Sevilla,La Liga,"DF,MF"
10501,Hugo Álvarez,Celta Vigo,La Liga,"MF,DF"
10502,Héctor Bellerín,Betis,La Liga,DF
10504,Iker Benito,Osasuna,La Liga,"FW,MF"
10506,Ilias Akhomach,Villarreal,La Liga,"MF,FW"
10508,Isaac Palazón Camacho,Rayo Vallecano,La Liga,"MF,FW"
10510,Iván Balliu,Rayo Vallecano,La Liga,DF
10512,Jakub Jankto,Cagliari,Serie A,MF
10516,Javier Guerra,Valencia,La Liga,MF
10517,Javier Llabrés,Mallorca,La Liga,FW
10519,Javier Serrano,Atlético Madrid,La Liga,MF
10520,Jesús Areso,Osasuna,La Liga,DF
10523,Jesús Owono,Alavés,La Liga,GK
10524,Joan García,Espanyol,La Liga,GK
10526,Jofre,Espanyol,La Liga,"MF,FW"
10538,Juanmi Latasa,Valladolid,La Liga,FW
10539,Julen Agirrezabala,Athletic Club,La Liga,GK
10541,Kike Salas,Sevilla,La Liga,DF
10544,Leo Román,Mallorca,La Liga,GK
10564,Mario Gila,Lazio,Serie A,DF
10572,Mika Mármol,Las Palmas,La Liga,DF
10577,Nahuel Tenaglia,Alavés,La Liga,DF
10578,Nicolas Jackson,Chelsea,Premier League,FW
10580,Nicolás Serrano,Athletic Club,La Liga,FW
10587,Pablo Barrios,Atlético Madrid,La Liga,MF
10590,Pathé Ciss,Rayo Vallecano,La Liga,"MF,DF"
10592,Pedro Alemañ,Valencia,La Liga,MF
10594,Pedro Ortiz,Sevilla,La Liga,MF
10595,Peter González,Getafe,La Liga,"MF,FW"
10596,Rafa Marín,Napoli,Serie A,DF
10597,Randy Nteka,Rayo Vallecano,La Liga,FW
10599,Reinildo Mandava,Atlético Madrid,La Liga,DF
10601,Ruben Lendinez,Valencia,La Liga,DF
10619,Vedat Muriqi,Mallorca,La Liga,FW
10622,Yellu Santiago,Getafe,La Liga,MF
10624,Youssouf Sabaly,Betis,La Liga,DF
10630,Óscar Valentín,Rayo Vallecano,La Liga,MF
10632,Abdul Mumin,Rayo Vallecano,La Liga,DF
10633,Abner,Lyon,Ligue 1,DF
10635,Adu Ares,Athletic Club,La Liga,FW
10637,Aitor Gismera,Atlético Madrid,La Liga,MF
10639,Alberto Marí,Valencia,La Liga,FW
10642,Alejandro Iturbe,Atlético Madrid,La Liga,GK
10647,Ander Astralaga,Barcelona,La Liga,GK
10648,Arnau Martinez,Girona,La Liga,"DF,MF"
10651,Aurélien Tchouaméni,Real Madrid,La Liga,"DF,MF"
10653,Ayoze Pérez,Villarreal,La Liga,FW
10662,Carlos Romero,Espanyol,La Liga,DF
10664,Cenk Özkacar,Valencia,La Liga,DF
10665,Chadi Riad,Crystal Palace,Premier League,DF
10667,Copete,Mallorca,La Liga,DF
10670,Cyle Larin,Mallorca,La Liga,FW
10672,César De La Hoz,Valladolid,La Liga,MF
10673,Daniel Rodriguez,Barcelona,La Liga,FW
10674,David Torres,Valladolid,La Liga,DF
10675,Dawda Camara,Girona,La Liga,FW
10679,Diego Iturralde,Sevilla,La Liga,FW
10682,Diego Méndez,Rayo Vallecano,La Liga,MF
10683,Domingos André Ribeiro Almeida,Valencia,La Liga,"MF,FW"
10686,Egoitz Arana,Real Sociedad,La Liga,GK
10689,Etta Eyong,Villarreal,La Liga,"MF,FW"
10693,Fortuño,Espanyol,La Liga,GK
10696,Francisco Perez,Valencia,La Liga,"FW,MF"
10699,Gorka Rivera Alonso,Getafe,La Liga,"DF,MF"
10703,Iker Muñoz,Osasuna,La Liga,MF
10704,Ilias Kostis,Atlético Madrid,La Liga,DF
10710,Joel Roca,Girona,La Liga,FW
10711,Jon Magunazelaia,Real Sociedad,La Liga,MF
10712,Jordan Amavi,Brest,Ligue 1,DF
10713,Jorge Herrando,Osasuna,La Liga,DF
10715,José Gragera,Espanyol,La Liga,MF
10718,Jørgen Strand Larsen,Wolves,Premier League,FW
10721,Lamine Yamal,Barcelona,La Liga,FW
10725,Loïc Bade,Sevilla,La Liga,DF
10726,Luca De La Torre,Celta Vigo,La Liga,MF
10727,Lucas Oliveira Rosa,Valladolid,La Liga,DF
10730,Luiz Felipe,Marseille,Ligue 1,DF
10732,Lulo Dasilva,Sevilla,La Liga,MF
10735,Manu Bueno,Sevilla,La Liga,"MF,FW"
10738,Marc Casado,Barcelona,La Liga,MF
10739,Marc Guiu,Chelsea,Premier League,FW
10742,Marcão,Sevilla,La Liga,DF
10743,Mario Maroto,Valladolid,La Liga,MF
10744,Mario Martín,Valladolid,La Liga,MF
10749,Martín Conde,Celta Vigo,La Liga,DF
10751,Matt Doherty,Wolves,Premier League,DF
10752,Matías Árbol,Sevilla,La Liga,GK
10754,Mohamed Ali Cho,Nice,Ligue 1,"FW,MF"
10757,Nahuel Molina,Atlético Madrid,La Liga,DF
10760,Nicolás Paz,Como,Serie A,"MF,FW"
10761,Omar El Hilali,Espanyol,La Liga,DF
10763,Pablo Durán,Celta Vigo,La Liga,"FW,MF"
10764,Pablo Ibáñez,Osasuna,La Liga,MF
10765,Pablo Marín,Real Sociedad,La Liga,MF
10768,Pablo Torre,Barcelona,La Liga,"MF,FW"
10769,Pablo Valencia,Osasuna,La Liga,GK
10770,Pape Gueye,Villarreal,La Liga,MF
10773,Pau Victor,Barcelona,La Liga,FW
10774,Pep Chavarría,Rayo Vallecano,La Liga,"DF,FW"
10775,Pol Lirola,Marseille,Ligue 1,DF
10777,Ramón Terrats,Getafe,La Liga,"MF,FW"
10778,Raphinha,Barcelona,La Liga,"FW,MF"
10779,Ricard Artero,Girona,La Liga,MF
10785,Samu Costa,Mallorca,La Liga,MF
10786,Samuel Lino,Atlético Madrid,La Liga,"MF,DF"
10787,Santiago Bueno,Wolves,Premier League,DF
10789,Selim Amallah,Valladolid,La Liga,MF
10790,Sergio Mestre,Real Madrid,La Liga,GK
10795,Tino Kadewere,Nantes,Ligue 1,"MF,FW"
10796,Umar Sadiq,Real Sociedad,La Liga,FW
10797,Unai Gómez,Athletic Club,La Liga,"MF,FW"
10799,Valentín Castellanos,Lazio,Serie A,FW
10801,Viktor Tsyhankov,Girona,La Liga,"FW,MF"
10804,Williot Swedberg,Celta Vigo,La Liga,"FW,MF"
10808,Álvaro Aceves,Valladolid,La Liga,GK
10809,Álvaro Aguado,Espanyol,La Liga,MF
10810,Álvaro Rodríguez,Getafe,La Liga,FW
10813,Abde Rebbach,Alavés,La Liga,"FW,MF"
10816,Adrian Niño,Atlético Madrid,La Liga,FW
10817,Adrià Altimira,Leganés,La Liga,"DF,FW"
10819,Aingeru Olabarrieta,Athletic Club,La Liga,FW
10820,Aitor Fraga,Real Sociedad,La Liga,GK
10822,Alberto Moleiro,Las Palmas,La Liga,"FW,MF"
10823,Alberto Risco,Getafe,La Liga,"MF,FW"
10827,Alejo Véliz,Espanyol,La Liga,FW
10829,Alex Padilla,Athletic Club,La Liga,GK
10831,Anastasios Douvikas,Celta Vigo,La Liga,FW
10833,André Ferreira,Valladolid,La Liga,GK
10834,Antal Yaakobishvili,Girona,La Liga,DF
10835,Arda Güler,Real Madrid,La Liga,"MF,FW"
10837,Arsen Zakharyan,Real Sociedad,La Liga,"MF,FW"
10838,Artem Dovbyk,Roma,Serie A,FW
10839,Asier Osambela,Osasuna,La Liga,MF
10840,Assane Diao,Betis,La Liga,FW
10841,Augusto Batalla,Rayo Vallecano,La Liga,GK
10843,Ben Brereton,Southampton,Premier League,FW
10846,Boubakary Soumaré,Leicester City,Premier League,MF
10851,Carl Starfelt,Celta Vigo,La Liga,DF
10853,Carlos Benavídez,Alavés,La Liga,MF
10854,Carlos Vicente,Alavés,La Liga,"FW,MF"
10859,Daniel Luna,Mallorca,La Liga,MF
10860,Darío Fuentes,Sevilla,La Liga,DF
10862,David Otorbi,Valencia,La Liga,MF
10863,Diego Kochen,Barcelona,La Liga,GK
10864,Dimitrios Stamatakis,Osasuna,La Liga,GK
10866,Djordjije Medenica,Getafe,La Liga,GK
10869,Egoitz Muñoz,Alavés,La Liga,DF
10871,Enzo Loiodice,Las Palmas,La Liga,MF
10876,Fermin López,Barcelona,La Liga,"MF,FW"
10877,Fran,Real Madrid,La Liga,GK
10880,Gonzalo García,Real Madrid,La Liga,"FW,DF"
10881,Guilherme Fernandes,Betis,La Liga,GK
10882,Hamari Traoré,Real Sociedad,La Liga,DF
10884,Horaţiu Moldovan,Atlético Madrid,La Liga,GK
10886,Héctor Fort,Barcelona,La Liga,DF
10891,Iker Almena,Girona,La Liga,"FW,DF"
10893,Isaac Romero,Sevilla,La Liga,FW
10895,Iñaki Rupérez,Real Sociedad,La Liga,DF
10896,Iñigo Arguibide,Osasuna,La Liga,FW
10897,Jacobo Ramón,Real Madrid,La Liga,DF
10898,Jailson Siqueira,Celta Vigo,La Liga,"DF,MF"
10899,Jastin García,Girona,La Liga,FW
10900,Javi Martón,Athletic Club,La Liga,"FW,MF"
10901,Javi Rodríguez,Celta Vigo,La Liga,DF
10904,Jhon Solis,Girona,La Liga,MF
10905,Joaquín Panichelli,Alavés,La Liga,FW
10906,Johnny Cardoso,Betis,La Liga,MF
10907,Jon Aramburu,Real Sociedad,La Liga,DF
10908,Jon Martin,Real Sociedad,La Liga,DF
10909,Jonathan Bamba,Celta Vigo,La Liga,"FW,MF"
10911,Jorge Benito,Getafe,La Liga,GK
10912,Juan Herzog,Las Palmas,La Liga,DF
10913,Julian Araujo,Bournemouth,Premier League,DF
10916,Karl Etta,Villarreal,La Liga,"MF,FW"
10917,Kieran Tierney,Arsenal,Premier League,"DF,FW"
10918,Kirian Rodríguez,Las Palmas,La Liga,MF
10920,Lucien Agoume,Sevilla,La Liga,MF
10925,Martín Tejón,Valencia,La Liga,"MF,DF"
10926,Mason Greenwood,Marseille,Ligue 1,"FW,MF"
10927,Matteo Gabbia,Milan,Serie A,DF
10930,Mihailo Ristić,Celta Vigo,La Liga,"DF,MF"
10931,Mikayil Ngor Faye,Rennes,Ligue 1,DF
10932,Mikel Jauregizar,Athletic Club,La Liga,MF
10934,Máximo Perrone,Como,Serie A,MF
10935,Nabil Aberdin,Getafe,La Liga,MF
10936,Nobel Mendy,Betis,La Liga,DF
10937,Pablo Busto,Betis,La Liga,DF
10940,Pau Cubarsí,Barcelona,La Liga,DF
10943,Pejiño,Las Palmas,La Liga,FW
10944,Pol Tristán,Espanyol,La Liga,GK
10946,Rayane Belaid,Atlético Madrid,La Liga,DF
10951,Saúl Coco,Torino,Serie A,DF
10953,Sergi Altimira,Betis,La Liga,MF
10954,Sergi Canós,Valencia,La Liga,"MF,FW"
10955,Sergi Cardona,Villarreal,La Liga,DF
10959,Silvi Clúa,Girona,La Liga,MF
10961,Stanis Idumbo,Sevilla,La Liga,"FW,MF"
10962,Stefan Lekovic,Monza,Serie A,DF
10963,Sávio,Manchester City,Premier League,"FW,MF"
10964,Tadeo Allende,Celta Vigo,La Liga,FW
10967,Unai Eguíluz,Athletic Club,La Liga,DF
10968,Vicent Abril,Valencia,La Liga,GK
10971,Vitor Roque,Betis,La Liga,FW
10974,Xavi Pleguezuelo,Betis,La Liga,DF
10976,Yarek Gasiorowski,Valencia,La Liga,DF
10978,Yerson Mosquera,Wolves,Premier League,DF
10979,Yoel Lago,Celta Vigo,La Liga,DF
10981,Álex Suárez,Las Palmas,La Liga,DF
10984,Álvaro Killane,Las Palmas,La Liga,GK
10986,Áron Yaakobishvili,Barcelona,La Liga,GK
10987,Abdoulaye Keita,Getafe,La Liga,"FW,MF"
10988,Abdulai Juma Bah,Lens,Ligue 1,DF
10989,Abel Bretones,Osasuna,La Liga,DF
10990,Aboubacar Bassinga,Las Palmas,La Liga,MF
10991,Adama Boiro,Athletic Club,La Liga,"DF,FW"
10992,Adrian Baquerin,Valladolid,La Liga,FW
10993,Adrián Rodriguez,Valladolid,La Liga,DF
10994,Akor Adams,Montpellier,Ligue 1,FW
10995,Alassane Diatta,Villarreal,La Liga,MF
10996,Albert Sambi Lokonga,Sevilla,La Liga,MF
10997,Alcázar,Betis,La Liga,DF
10998,Alejandro Francés,Girona,La Liga,DF
10999,Alejandro Jay Agustín,Alavés,La Liga,MF
11000,Alejandro Rego,Athletic Club,La Liga,MF
11001,Aleksandar Andreev,Girona,La Liga,GK
11002,Alex Almansa,Espanyol,La Liga,FW
11003,Alex Marchal,Real Sociedad,La Liga,MF
11004,Alexis Olmedo,Barcelona,La Liga,DF
11005,Ander Izagirre,Athletic Club,La Liga,DF
11006,Andres Cuenca,Barcelona,La Liga,DF
11007,Andy Pelmard,Las Palmas,La Liga,DF
11008,Antonio Candela,Valladolid,La Liga,DF
11009,Antonio Espigare,Villarreal,La Liga,DF
11010,Antoniu,Espanyol,La Liga,"FW,MF"
11011,Antony,Betis,La Liga,FW
11012,Arkaitz Mariezkurrena,Real Sociedad,La Liga,"FW,MF"
11013,Arnau Rafús,Valladolid,La Liga,GK
11014,Arnau Solà,Villarreal,La Liga,MF
11015,Arturo Rodríguez,Las Palmas,La Liga,FW
11016,Bertuğ Yıldırım,Getafe,La Liga,FW
11017,Bojan Miovski,Girona,La Liga,FW
11018,Borna Barišić,Leganés,La Liga,DF
11019,Carlos Guirao,Betis,La Liga,MF
11020,Carlos Lumbreras,Osasuna,La Liga,FW
11021,Castrin,Sevilla,La Liga,FW
11022,Català,Espanyol,La Liga,DF
11023,Chema,Real Madrid,La Liga,MF
11024,Chiquinho,Mallorca,La Liga,"MF,FW"
11025,Christantus Uche,Getafe,La Liga,"FW,MF"
11026,Chuky San Jose,Valladolid,La Liga,MF
11027,Coba Da Costa,Getafe,La Liga,"MF,FW"
11028,Conor Gallagher,Atlético Madrid,La Liga,MF
11029,Daniel Díaz,Real Sociedad,La Liga,MF
11030,Daniel Requena,Villarreal,La Liga,MF
11031,Daniel Yáñez,Real Madrid,La Liga,FW
11032,Daouda Doumbia,Alavés,La Liga,MF
11033,Dario Essugo,Las Palmas,La Liga,MF
11034,David Argüelles,Getafe,La Liga,MF
11035,David Jiménez,Real Madrid,La Liga,DF
11036,Diego,Leganés,La Liga,FW
11037,Diego Aguado,Real Madrid,La Liga,DF
11039,Diego Martín,Las Palmas,La Liga,FW
11040,Dinko Horkaš,Las Palmas,La Liga,GK
11041,Duk,Leganés,La Liga,"MF,FW"
11042,Elías Romero,Las Palmas,La Liga,FW
11043,Endika Buján,Athletic Club,La Liga,FW
11044,Endrick,Real Madrid,La Liga,FW
11045,Enric García,Girona,La Liga,MF
11046,Enzo Barrenechea,Valencia,La Liga,MF
11047,Enzo Boyomo,Osasuna,La Liga,DF
11048,Etienne Eto'O,Rayo Vallecano,La Liga,FW
11049,Facundo Garcés,Alavés,La Liga,DF
11050,Fer López,Celta Vigo,La Liga,"FW,MF"
11051,Ferrán Ruiz,Girona,La Liga,MF
11052,Fábio Silva,Las Palmas,La Liga,FW
11053,Gabriel Osei Misehouy,Girona,La Liga,"FW,MF"
11054,Gerard Martín,Barcelona,La Liga,DF
11055,Germán García,Betis,La Liga,GK
11056,Gerónimo Spina,Atlético Madrid,La Liga,DF
11057,Grégoire Swiderski,Alavés,La Liga,GK
11058,Guillem Cortiñas,Getafe,La Liga,DF
11059,Guillermo Fernandez,Barcelona,La Liga,MF
11060,Guillermo Ruiz,Leganés,La Liga,GK
11061,Hamza Bellari,Valencia,La Liga,FW
11062,Henrique,Valladolid,La Liga,DF
11063,Hugo Solozabal,Leganés,La Liga,MF
11064,Iago Parente,Valladolid,La Liga,DF
11065,Ibrahim Alani,Valladolid,La Liga,MF
11066,Iker Bachiller,Leganés,La Liga,DF
11067,Iker Córdoba,Valencia,La Liga,DF
11068,Iker Varela,Athletic Club,La Liga,MF
11069,Ismael Bekhoucha,Getafe,La Liga,"MF,DF"
11070,Ismael Sierra,Osasuna,La Liga,DF
11071,Israel Domínguez,Sevilla,La Liga,FW
11073,Ivan Jaime Pajuelo,Valencia,La Liga,MF
11074,Iván Gil,Las Palmas,La Liga,MF
11075,Jackson Porozo,Leganés,La Liga,DF
11076,Jan Salas,Mallorca,La Liga,"MF,FW"
11077,Jesus Rodríguez,Betis,La Liga,FW
11079,Joaquín Martínez Gauna,Sevilla,La Liga,FW
11080,Jon Balda,Real Sociedad,La Liga,DF
11081,Jon Fuentes,Osasuna,La Liga,MF
11082,Jones El-Abdellaoui,Celta Vigo,La Liga,FW
11083,Jorge Gonzalez,Valladolid,La Liga,DF
11084,José Carlos González,Las Palmas,La Liga,DF
11085,José López,Espanyol,La Liga,DF
11086,João Urbáez,Leganés,La Liga,DF
11087,Juan Musso,Atalanta,Serie A,GK
11089,Julen Lartitegi,Alavés,La Liga,FW
11090,Julián Chicco,Leganés,La Liga,"MF,DF"
11091,Julián Álvarez,Atlético Madrid,La Liga,FW
11092,Justin Smith,Espanyol,La Liga,MF
11093,Karl Jakob Hein,Valladolid,La Liga,GK
11094,Kelechi Iheanacho,Sevilla,La Liga,FW
11095,Kim Minsu,Girona,La Liga,"MF,FW"
11096,Kylian Mbappé,Real Madrid,La Liga,FW
11097,Ladislav Krejčí,Girona,La Liga,DF
11098,Lalo Aguilar,Leganés,La Liga,DF
11099,Lander Pinillos,Alavés,La Liga,MF
11100,Landry Farré,Barcelona,La Liga,DF
11101,Leandro Antonetti,Sevilla,La Liga,FW
11102,Llorenç Serred,Espanyol,La Liga,GK
11103,Logan Costa,Toulouse,Ligue 1,DF
11104,Lorenzo Aguado,Real Madrid,La Liga,DF
11105,Luca Lohr,Getafe,La Liga,DF
11106,Lucas García,Girona,La Liga,GK
11107,Lucas Núñez,Valencia,La Liga,MF
11108,Luiz Lúcio Reis Júnior,Villarreal,La Liga,GK
11109,Luka Sučić,Real Sociedad,La Liga,MF
11110,Luken Beitia,Real Sociedad,La Liga,DF
11111,Manu González,Betis,La Liga,GK
11112,Manuel Fuster,Las Palmas,La Liga,"FW,MF"
11113,Marash Kumbulla,Espanyol,La Liga,DF
11114,Marc Bernal,Barcelona,La Liga,MF
11115,Marc Domenech,Mallorca,La Liga,"FW,MF"
11116,Marc Vidal,Celta Vigo,La Liga,GK
11117,Marco De Las Sías,Rayo Vallecano,La Liga,DF
11118,Marcos Fernández,Betis,La Liga,FW
11119,Mario Rivas,Real Madrid,La Liga,DF
11120,Maroan Sannadi,Athletic Club,La Liga,FW
11122,Mateo Flores,Betis,La Liga,MF
11123,Mateo Mejía,Sevilla,La Liga,FW
11124,Max Aarons,Bournemouth,Premier League,DF
11125,Maximiliano Caufriez,Valencia,La Liga,DF
11126,Miguel Román,Celta Vigo,La Liga,MF
